ID,Date
15,29-Jun
9,16-Apr
9,25-Feb
2,6-Mar
3,23-May
12,4-Apr
7,27-Mar
19,1-Apr
12,5-Mar
1,21-Feb
15,15-Jun
14,28-Jun
7,1-Feb
7,0-Jun
8,28-Jun
13,8-Jan
3,13-May
19,8-Jun
13,17-Jan
7,2-May
11,2-Jan
6,30-Feb
11,7-Apr
9,29-Jun
9,1-Mar
10,13-Jun
3,17-Jun
15,28-Apr
8,12-Jan
6,20-Mar
13,8-Jun
12,25-Jun
1,11-Mar
18,9-Feb
0,24-Jun
7,12-Apr
14,24-May
11,6-Apr
16,21-Apr
12,12-Jun
19,19-Apr
8,13-Feb
15,20-Apr
3,3-Jun
4,4-Apr
11,20-Jun
7,30-Apr
16,26-Jan
0,14-Feb
13,25-Mar
16,14-Apr
7,17-Jan
13,7-May
13,11-Mar
7,22-Feb
1,29-May
12,29-Feb
15,23-Jun
14,14-Jan
14,26-May
11,9-Mar
9,25-Jan
7,20-Feb
17,24-Jun
2,27-Feb
15,1-Mar
14,24-Feb
7,12-Jan
9,21-Apr
15,19-Jun
14,11-Feb
9,7-May
19,30-Feb
1,24-Jan
8,5-May
3,8-Apr
5,21-Jan
4,20-May
1,8-Feb
10,1-Mar
9,23-Apr
1,25-Apr
12,20-Jun
0,20-Jun
5,7-Jun
15,17-May
10,26-Jan
13,7-Jan
1,10-May
14,23-May
11,27-Jan
0,24-Jun
16,27-Jun
12,18-Mar
11,0-Jun
2,20-Feb
10,11-Jan
13,16-Apr
5,1-Feb
19,10-Apr
10,11-Apr
0,3-Jan
6,14-Jun
12,8-May
19,1-Feb
3,24-Apr
17,6-Mar
9,30-Jan
13,0-Apr
19,2-Mar
1,7-Mar
1,10-Jan
17,20-Jan
5,30-Jun
18,12-Jun
9,12-Feb
1,22-Feb
18,1-Mar
14,2-Jan
13,9-May
14,2-Mar
6,10-Jan
18,13-Mar
15,24-Jan
11,0-Jun
13,27-Apr
5,12-May
13,4-Mar
18,27-Jun
1,3-Jun
