ID,Date
37,27-May
20,28-May
20,6-May
14,24-Jun
1,2-Feb
36,5-May
0,10-Apr
15,0-May
1,1-Apr
32,18-Jan
27,26-Apr
23,1-Apr
4,16-Jan
30,27-Mar
34,2-Apr
14,19-Apr
6,18-Feb
8,13-Mar
2,23-Jun
31,19-Apr
7,26-Jun
37,10-Mar
8,28-Jan
7,11-Jan
18,8-Jan
19,1-Jun
10,15-May
17,3-Mar
13,18-Jan
24,24-Mar
10,7-Feb
37,5-Feb
32,13-Feb
37,18-Mar
33,19-Mar
28,23-Mar
32,28-Feb
15,21-Apr
25,25-Feb
13,26-May
2,30-Jan
21,9-Jan
13,17-May
13,16-Feb
3,14-Mar
13,15-Apr
30,22-May
4,11-May
13,5-Mar
6,4-Apr
37,24-Mar
3,26-Mar
14,27-Mar
8,30-Jun
33,9-Feb
21,17-May
13,13-Jun
23,27-Jun
20,30-Apr
26,12-May
29,4-Jan
19,17-Mar
12,19-Feb
21,20-May
18,8-May
20,30-Mar
13,3-May
4,9-Jan
0,20-Mar
23,19-Feb
34,14-Jun
17,13-Feb
18,30-Mar
14,14-Jun
21,28-May
4,28-Mar
0,13-Jan
23,17-Jun
28,5-Apr
31,19-Apr
0,19-Mar
5,16-May
17,6-Apr
2,5-Apr
31,21-Jun
16,2-May
19,28-May
31,30-Mar
11,26-Mar
18,20-Apr
23,24-Jun
31,15-Mar
10,18-Apr
23,24-Feb
20,7-Mar
36,26-Mar
24,5-Feb
14,0-Mar
8,12-Jan
13,11-Mar
2,14-May
5,2-Jun
8,13-Apr
23,28-May
17,12-Jan
6,26-Jan
25,30-May
7,23-Apr
16,10-Feb
28,22-Feb
13,13-Feb
1,29-Mar
10,9-Feb
33,23-Jun
16,15-Feb
36,9-Jan
10,14-Jun
23,28-Feb
13,21-Feb
30,8-Jan
31,22-Jun
29,13-May
21,28-Mar
21,28-May
30,9-Jun
32,14-Apr
11,11-Mar
1,27-Mar
20,17-Jun
24,17-Feb
