ID,Date
17,15-Feb
14,30-May
12,29-Mar
4,7-Jun
15,30-Jan
14,7-Jan
5,28-Apr
7,8-Jan
1,27-May
0,4-Feb
0,20-Mar
11,29-Mar
14,26-Feb
1,12-Feb
4,14-May
15,3-Feb
14,18-Mar
12,27-Feb
18,28-Jan
12,14-May
17,16-Jun
0,18-Jan
16,10-Jun
11,2-Jun
15,9-Jun
16,23-Mar
3,30-Feb
6,3-Mar
18,22-Jan
8,21-Jun
12,8-Jan
18,4-Jan
0,7-May
14,10-Jun
12,4-May
6,0-Jun
12,0-Apr
16,20-Feb
19,18-Jan
9,23-Mar
7,10-Apr
0,3-Mar
16,19-Mar
12,27-May
11,23-Feb
4,0-May
9,23-Jun
9,2-May
8,21-Jun
6,29-May
9,0-Feb
14,9-Jun
11,24-Jun
4,12-Jan
10,1-May
7,30-Jan
6,17-Jun
17,29-Apr
12,20-Jun
12,26-Jan
16,16-Jan
7,2-May
3,10-Apr
17,9-Apr
4,13-Jun
5,2-Jun
7,19-May
11,27-Mar
1,30-Jan
10,27-Mar
14,21-Mar
9,17-Jan
8,23-Apr
17,11-Jun
5,9-Feb
2,4-Apr
19,13-Apr
13,17-Feb
13,21-Apr
13,11-May
2,21-Jun
1,12-Jan
8,23-May
12,24-Mar
11,12-May
5,8-Mar
11,7-Feb
14,12-Jan
4,12-May
10,17-Apr
5,28-Mar
5,19-Jun
7,1-Jan
12,22-Jan
8,24-Apr
14,28-Apr
14,30-Feb
5,26-Mar
15,1-Jun
7,1-Feb
1,20-Mar
19,4-Feb
18,11-Jan
19,25-Apr
2,23-Apr
0,16-Mar
18,0-May
0,17-Feb
11,16-Jun
9,2-Apr
4,11-Jun
16,4-Mar
13,4-May
2,13-Apr
6,9-May
14,13-Jun
5,26-Jan
6,2-Mar
2,3-Mar
11,15-Apr
8,30-May
18,9-Apr
11,4-May
17,12-Mar
2,15-Feb
15,19-Mar
12,22-Apr
16,3-Apr
0,24-Apr
8,30-Mar
