ID,Date
18,24-Jun
16,12-Jan
16,7-Mar
18,21-Apr
0,8-Jun
15,16-Jun
5,22-Feb
16,21-May
3,18-Feb
7,5-Feb
13,2-Apr
11,13-Feb
7,15-May
6,19-Feb
14,24-Jan
4,15-May
10,1-May
9,20-Jan
3,16-Mar
12,4-Mar
4,14-Feb
12,22-May
15,27-May
16,18-Jun
13,16-Apr
7,21-Apr
16,3-Jan
4,3-Jun
7,6-Jan
5,1-Jun
8,21-Feb
9,8-Apr
11,26-Feb
16,19-Feb
0,21-Jun
3,23-Feb
19,22-Apr
15,16-Feb
17,29-Apr
12,24-Jan
0,24-May
2,30-Mar
4,29-Jan
3,5-May
18,13-Jan
13,20-Apr
9,15-Jun
2,22-May
9,28-Jan
6,11-Feb
13,0-Feb
12,3-Jan
11,21-May
14,23-Mar
5,1-Jun
6,25-Feb
4,21-Apr
13,0-Apr
9,4-May
11,24-Jan
9,19-Feb
18,20-Feb
18,7-Mar
3,29-Jun
18,5-Jun
2,13-Apr
3,8-Feb
3,15-Jan
8,17-Jun
16,26-Jan
16,12-Jan
0,3-Jun
8,24-Apr
9,16-May
2,6-Jan
11,11-Jun
7,25-Feb
18,13-Mar
16,5-Jan
18,15-Apr
3,17-Apr
12,2-Jan
5,16-Feb
5,6-May
3,27-Jan
8,21-Jun
0,3-Mar
16,12-Feb
2,23-Mar
12,12-May
0,9-Jan
7,20-Jan
7,26-Mar
1,28-May
15,22-Jan
10,0-Jan
12,27-Apr
9,5-May
10,27-Apr
0,29-Jun
13,6-Mar
16,0-Jan
6,11-Feb
11,20-Jun
2,27-Jan
0,15-May
19,12-Apr
5,23-May
10,23-Mar
4,22-Mar
12,12-Apr
3,7-Feb
5,2-Mar
5,2-May
6,23-Feb
17,21-Feb
10,16-Jun
13,3-Mar
18,12-Jun
8,15-Jun
14,19-May
5,22-May
15,14-Jun
17,7-Apr
19,4-Jun
10,29-Mar
7,17-Apr
16,18-Jun
5,27-Apr
1,4-May
