ID,Date
22,4-Mar
2,14-Jun
22,6-Feb
28,14-Mar
22,18-Jan
3,13-Feb
20,22-Jan
8,2-Apr
45,7-Mar
44,26-Feb
1,6-Mar
2,12-Jun
2,8-Apr
38,18-Apr
34,13-Jun
32,3-Jan
16,7-Mar
20,20-Feb
23,24-Jan
41,30-Mar
37,7-May
43,25-Feb
19,9-Feb
22,8-Apr
18,19-Feb
45,23-Jan
40,16-Jun
11,28-Feb
11,23-Mar
15,11-Jan
38,11-Jan
43,11-May
4,8-Jun
31,2-May
33,3-Jun
28,26-Feb
0,20-Mar
24,23-May
28,6-Jan
29,21-Mar
31,11-Mar
0,13-Feb
24,21-May
11,29-Apr
11,12-Jan
19,15-Jun
42,12-Jun
0,0-Apr
20,1-Feb
30,20-Mar
32,0-Mar
19,17-Jun
37,9-Apr
28,2-Jan
30,21-Jan
39,16-Feb
39,4-Apr
29,12-Jan
42,19-Apr
37,3-Mar
31,9-Mar
25,23-Mar
14,23-May
35,27-Apr
8,10-Jun
18,22-Jun
10,9-Jan
2,2-May
28,1-Mar
30,15-Jan
28,8-Jan
10,10-Feb
12,20-Jun
4,12-Jun
20,25-May
29,19-Jun
41,6-Mar
28,1-May
14,1-Mar
24,6-Mar
16,17-Mar
24,13-Jun
22,16-May
43,29-May
43,27-Feb
42,6-Apr
30,3-Mar
5,8-Jun
4,27-Feb
42,6-May
31,14-Feb
39,3-May
34,13-Jan
43,13-May
22,18-Feb
8,8-Mar
40,0-Jun
27,3-Apr
29,22-Jan
31,5-Jun
12,25-Jan
27,20-Mar
11,30-Jun
7,10-Jun
39,22-Mar
25,13-Mar
17,5-Mar
32,23-Mar
32,24-Apr
18,5-May
41,5-May
8,4-Jan
35,16-Apr
22,9-May
44,8-Apr
26,16-Apr
41,21-Feb
43,17-Jun
8,24-Jun
27,19-Feb
18,2-Mar
17,14-Apr
27,24-Jun
6,24-Apr
40,10-Jan
31,29-Jun
36,8-Jan
43,14-Feb
32,21-Feb
6,7-Mar
