ID,Date
30,5-May
22,8-Jun
31,7-Jan
12,4-Apr
41,21-Jan
34,5-Feb
38,22-Apr
37,25-May
20,1-Jun
40,2-Jan
10,18-Mar
14,23-Mar
37,24-Jan
13,22-Apr
4,24-Apr
29,12-Apr
22,17-May
24,26-Feb
4,10-Jun
8,16-Mar
13,16-May
1,29-Feb
12,21-May
29,15-Jan
16,30-May
13,23-Apr
40,30-Apr
26,15-Mar
31,13-Jan
31,1-May
16,27-Apr
41,26-Jan
10,23-Jun
35,10-Mar
41,10-Mar
39,30-Mar
33,21-Feb
0,21-Jun
33,17-Apr
24,21-Jan
5,29-May
11,24-May
40,26-Jun
2,17-Apr
14,18-Jun
31,24-Mar
5,18-Jun
34,15-Mar
28,12-May
29,5-Jun
19,30-Feb
17,7-May
1,7-Jan
18,3-Jan
1,21-May
29,28-Jun
6,11-Feb
17,9-Apr
22,6-Jun
27,25-Jun
41,9-Apr
32,10-Jun
18,17-Feb
37,30-Jan
6,13-Jun
26,18-Apr
20,4-Jan
23,28-Jan
28,0-Feb
10,8-Feb
11,10-Jan
15,19-Jan
36,10-Apr
1,17-Mar
5,19-Jan
28,24-Mar
0,14-May
33,19-Feb
16,21-Jun
33,16-Feb
11,27-May
33,10-Mar
10,29-Jun
19,30-Jun
35,27-Apr
41,6-May
35,15-Jan
3,12-Apr
30,30-Feb
21,2-Feb
39,10-Jan
7,11-May
16,17-Feb
14,25-Apr
39,18-Jun
39,19-Mar
9,6-Jun
15,4-May
2,25-Feb
13,10-Jan
6,22-Feb
29,1-Feb
28,30-May
18,22-May
19,22-Mar
41,17-Jan
41,2-Jan
15,6-Feb
38,26-Feb
12,3-Jun
0,18-Jan
14,9-Feb
36,27-Feb
19,24-Jan
13,25-Mar
28,25-Apr
18,10-Feb
2,19-Mar
13,11-May
39,12-Apr
24,26-Mar
32,24-Jun
10,29-May
40,17-Jun
9,26-May
4,18-Jan
3,18-Jan
0,7-Mar
20,27-Mar
40,10-Feb
