ID,Date
18,25-Apr
14,8-May
11,6-Apr
3,30-Jun
15,25-Feb
3,1-Jun
0,4-Mar
2,25-Apr
5,17-May
13,6-Jun
18,6-Jun
9,18-Feb
10,30-Apr
16,21-Jan
9,17-Jan
11,10-May
14,1-Apr
14,19-May
4,9-Apr
10,18-Jan
18,16-Jun
11,14-Apr
13,25-Jun
9,18-Jan
2,30-May
17,23-May
3,20-Jan
19,10-Feb
8,20-Jan
10,0-Feb
2,24-May
10,0-May
14,4-Apr
13,21-Feb
17,11-Jan
6,1-Apr
16,3-Feb
6,28-Apr
5,6-Jan
2,29-Mar
16,17-Feb
3,19-Feb
5,2-Feb
17,21-May
6,3-May
11,9-May
8,8-Mar
19,8-Feb
8,3-Jun
2,7-Feb
3,13-Jan
19,5-Mar
1,28-Jun
2,21-Jun
11,6-Apr
7,17-Feb
18,0-Jan
11,5-Mar
3,25-May
12,1-Feb
9,30-Jan
12,18-Mar
14,8-Apr
8,16-Jun
5,1-Mar
18,29-Mar
16,12-Feb
12,6-Mar
12,5-Mar
17,5-Apr
4,30-Mar
8,1-Jan
9,27-Mar
6,14-Apr
2,29-Jan
15,13-Apr
14,22-Mar
7,27-Jun
7,4-Feb
18,8-Mar
7,30-May
0,23-Jun
15,13-Jun
17,19-Jun
13,0-Mar
16,24-Feb
5,26-Apr
18,17-Jan
2,25-Jan
11,30-May
8,13-Feb
13,27-Mar
16,16-May
6,20-Mar
12,19-Feb
13,24-Feb
10,13-Mar
0,4-Feb
14,23-Mar
7,19-Jun
8,9-Mar
10,13-Mar
10,3-Jan
0,12-May
17,13-Jan
16,4-Jun
16,28-Mar
0,1-Apr
4,24-Jan
10,4-Jun
15,5-Feb
19,1-Mar
8,6-Jun
8,22-Feb
4,6-Mar
1,28-Feb
5,19-Feb
10,24-Feb
7,3-Apr
6,2-Apr
18,18-Mar
15,7-Jun
16,5-Mar
5,6-Apr
4,20-Feb
12,7-Jan
18,30-Jun
5,5-Jun
9,19-May
14,8-May
