ID,Date
5,18-Jun
19,26-Jan
18,28-Jan
7,5-Jan
17,22-Apr
9,28-Mar
12,24-Jan
1,25-Apr
15,14-May
18,15-Jun
5,3-Feb
14,17-Mar
7,12-May
13,15-May
18,6-May
19,5-May
4,0-Feb
18,14-Mar
8,0-Feb
5,14-Feb
1,25-May
8,10-Jan
5,20-Jan
2,10-Jan
9,28-Jun
7,18-Mar
4,4-Jun
1,15-Apr
0,25-May
16,10-Jan
8,27-Jun
18,3-May
13,23-Jan
16,8-Mar
0,1-Feb
11,20-Feb
8,12-Mar
18,15-Mar
17,5-Jan
17,13-Jun
0,24-Jun
18,20-Feb
15,1-Apr
2,0-Jun
10,16-Jan
19,17-Feb
14,28-Jun
6,20-Apr
5,3-May
14,1-Feb
8,2-Feb
10,14-Jun
7,13-Mar
18,9-Jun
17,29-Jan
8,18-Apr
4,0-Mar
0,26-Apr
11,20-Apr
6,25-May
17,6-Feb
10,25-Jan
19,24-Jun
1,27-Mar
12,28-Apr
17,12-May
8,15-May
19,6-Jan
8,18-Apr
14,29-May
16,1-Apr
1,6-Jan
9,18-Jan
8,26-Jun
19,12-May
1,8-Apr
6,15-Feb
19,8-Jun
1,19-Jun
2,0-Feb
16,11-Feb
14,15-Apr
11,12-May
19,21-Apr
12,12-May
18,6-Jan
9,22-May
18,27-Feb
16,17-Jan
18,18-Feb
14,20-Jan
4,26-May
17,25-Jan
3,8-May
8,11-May
16,10-Feb
4,13-May
8,26-Feb
11,29-Mar
3,4-Jan
18,24-Mar
2,0-Jun
13,19-Mar
19,7-Jun
8,25-Apr
18,3-Feb
13,24-May
16,0-Feb
7,19-Apr
4,30-Feb
1,3-Jun
8,5-Jan
9,12-Feb
15,21-Mar
0,23-Jan
12,2-Jun
4,7-Jan
16,4-Apr
18,15-Apr
1,1-Jan
15,13-Jan
6,14-Apr
3,6-Jun
0,15-Apr
8,22-Feb
2,16-Feb
2,24-Jun
19,28-Mar
18,14-Jun
5,0-May
