ID,Date
13,16-Jun
0,1-Jan
17,15-Apr
8,30-May
5,13-Jun
17,1-Jan
17,27-Mar
4,27-Jun
15,24-Jun
14,19-Mar
9,14-Mar
8,25-Jun
2,7-Mar
9,24-Mar
13,8-Jun
9,6-Mar
11,16-May
13,24-May
4,21-Jan
18,11-Mar
11,25-Feb
13,27-Jan
9,13-May
14,4-May
10,14-Feb
2,22-May
10,30-May
1,5-Apr
13,24-May
8,5-May
10,24-Feb
6,4-Feb
12,11-Jan
13,5-May
14,27-Jun
8,28-Apr
12,12-May
13,9-Apr
10,30-Feb
2,8-Apr
15,11-Apr
17,13-May
5,14-Feb
18,14-Jan
4,6-Apr
1,0-Jan
5,7-Feb
13,18-Jan
15,4-Mar
12,22-Jan
7,7-Jun
18,21-Mar
9,0-Apr
4,30-Feb
15,23-Mar
8,6-Apr
8,10-Apr
7,8-May
16,6-May
4,3-Jun
0,15-Jan
11,17-May
19,20-May
13,6-Jan
3,10-Feb
14,25-Mar
1,16-Jan
0,4-Feb
13,6-Apr
7,7-Apr
14,3-Apr
7,9-Mar
0,16-May
3,20-Jun
2,30-Jun
6,1-May
1,17-Feb
4,5-May
19,21-Jun
10,4-May
8,7-Jan
4,9-Jan
5,12-Mar
0,25-Jun
2,21-Apr
3,8-Mar
10,11-Feb
9,12-Apr
5,18-Apr
0,21-Apr
17,1-Mar
2,3-Apr
5,28-May
15,23-Mar
17,4-Jan
18,21-Jan
12,28-Mar
13,13-Jan
19,14-Apr
6,29-Jan
3,4-Mar
0,16-Feb
15,30-Apr
5,4-Jun
3,2-Apr
18,1-Mar
8,24-May
15,21-Mar
9,1-May
2,6-Jun
12,26-Apr
1,10-May
15,7-Jan
8,6-Mar
6,18-Jun
15,13-Mar
12,21-Apr
6,21-May
12,20-Jan
7,24-Jan
10,11-Jan
11,17-Jun
9,3-Jan
17,23-Jun
16,5-Jan
14,14-Mar
1,2-May
14,12-Feb
14,15-Feb
9,21-Apr
